time,x,y,z,Roll,Pitch,Yaw
0.0804,0.1206,0.0,50.0,0.0,0.0,0.0
0.0806,0.12090000000000001,0.0,50.0,0.0,0.0,0.0
0.08080000000000001,0.12120000000000002,0.0,50.0,0.0,0.0,0.0
0.081,0.1215,0.0,50.0,0.0,0.0,0.0
0.08120000000000001,0.12180000000000002,0.0,50.0,0.0,0.0,0.0
0.0814,0.1221,0.0,50.0,0.0,0.0,0.0
0.0816,0.12240000000000001,0.0,50.0,0.0,0.0,0.0
0.0818,0.1227,0.0,50.0,0.0,0.0,0.0
0.082,0.123,0.0,50.0,0.0,0.0,0.0
0.08220000000000001,0.12330000000000002,0.0,50.0,0.0,0.0,0.0
0.0824,0.1236,0.0,50.0,0.0,0.0,0.0
0.0826,0.12390000000000001,0.0,50.0,0.0,0.0,0.0
0.0828,0.1242,0.0,50.0,0.0,0.0,0.0
0.083,0.1245,0.0,50.0,0.0,0.0,0.0
0.08320000000000001,0.12480000000000002,0.0,50.0,0.0,0.0,0.0
0.0834,0.1251,0.0,50.0,0.0,0.0,0.0
0.08360000000000001,0.1254,0.0,50.0,0.0,0.0,0.0
0.0838,0.1257,0.0,50.0,0.0,0.0,0.0
0.084,0.126,0.0,50.0,0.0,0.0,0.0
0.08420000000000001,0.12630000000000002,0.0,50.0,0.0,0.0,0.0
0.0844,0.1266,0.0,50.0,0.0,0.0,0.0
0.08460000000000001,0.1269,0.0,50.0,0.0,0.0,0.0
